Study-object,Files,Methods,Files,Methods,LevenDistance
2,42,func.txt-2,13,main.txt,72,
2,42,func.txt-2,82,main.txt,64,
2,42,func.txt-2,68,calnoerrprob.txt,69,
2,42,func.txt-2,03,product.txt,64,
2,42,func.txt-2,54,main.txt,53,
2,42,func.txt-2,11,main.txt,61,
2,42,func.txt-2,28,keep_typing.txt,81,
2,42,func.txt-2,63,min.txt,85,
2,42,func.txt-2,45,main.txt,53,
2,42,func.txt-2,48,read_int_array.txt,66,
2,42,func.txt-2,88,main.txt,66,
2,42,func.txt-2,60,main.txt,55,
2,42,func.txt-2,53,main.txt,65,
2,42,func.txt-2,24,main.txt,65,
2,48,sum_product.txt-2,93,main.txt,86,
2,48,sum_product.txt-2,64,main.txt,74,
2,48,sum_product.txt-2,81,main.txt,67,
2,48,sum_product.txt-2,37,dbcmp.txt,58,
2,48,sum_product.txt-2,91,get_probs.txt,39,
2,48,sum_product.txt-2,02,main.txt,79,
2,48,sum_product.txt-2,64,f.txt,42,
2,48,sum_product.txt-2,31,min.txt,60,
2,48,sum_product.txt-2,22,main.txt,73,
2,48,sum_product.txt-2,71,main.txt,87,
2,48,sum_product.txt-2,95,main.txt,77,
2,48,sum_product.txt-2,92,calculate_strokes.txt,50,
2,48,sum_product.txt-2.100,main.txt,82,
2,48,sum_product.txt-2,88,get_column_space.txt,64,
2,48,sum_product.txt-2,92,main.txt,74,
2,48,sum_product.txt-2,13,main.txt,88,
2,48,sum_product.txt-2,82,main.txt,52,
2,48,sum_product.txt-2,68,calnoerrprob.txt,28,
2,48,sum_product.txt-2,03,product.txt,39,
2,48,sum_product.txt-2,54,main.txt,79,
2,48,sum_product.txt-2,11,main.txt,83,
2,48,sum_product.txt-2,28,keep_typing.txt,60,
2,48,sum_product.txt-2,63,min.txt,65,
2,48,sum_product.txt-2,45,main.txt,77,
2,48,sum_product.txt-2,48,read_int_array.txt,73,
2,48,sum_product.txt-2,88,main.txt,86,
2,48,sum_product.txt-2,60,main.txt,81,
2,48,sum_product.txt-2,53,main.txt,84,
2,48,sum_product.txt-2,24,main.txt,85,
2,48,sum_product.txt-2,42,func.txt,69,
2,10,main.txt-2,93,main.txt,68,
2,10,main.txt-2,64,main.txt,49,
2,10,main.txt-2,81,main.txt,29,
2,10,main.txt-2,37,dbcmp.txt,72,
2,10,main.txt-2,91,get_probs.txt,70,
2,10,main.txt-2,02,main.txt,49,
2,10,main.txt-2,64,f.txt,68,
