Study-Object,Files,Methods,Files,Methods,LevenDistance
6,58,compute_oowp.txt-6,74,main.txt,88,
6,58,compute_oowp.txt-6,05,main.txt,67,
6,58,compute_oowp.txt-6,99,main.txt,86,
6,58,compute_oowp.txt-6,05,calculateowp.txt,48,
6,58,compute_oowp.txt-6,49,calculate_wp.txt,50,
6,58,compute_oowp.txt-6,46,main.txt,64,
6,58,compute_oowp.txt-6,48,main.txt,84,
6,34,main.txt-6,84,main.txt,39,
6,34,main.txt-6,39,main.txt,48,
6,34,main.txt-6,78,main.txt,43,
6,34,main.txt-6,100,main.txt,42,
6,34,main.txt-6,85,main.txt,39,
6,34,main.txt-6,35,main.txt,44,
6,34,main.txt-6,32,main.txt,44,
6,34,main.txt-6,18,getnp.txt,91,
6,34,main.txt-6,04,main.txt,53,
6,34,main.txt-6,58,compute_owp.txt,73,
6,34,main.txt-6,56,find_wpi.txt,61,
6,34,main.txt-6,52,main.txt,75,
6,34,main.txt-6,49,calculate_owp.txt,87,
6,34,main.txt-6,74,main.txt,44,
6,34,main.txt-6,05,main.txt,90,
6,34,main.txt-6,99,main.txt,48,
6,34,main.txt-6,05,calculateowp.txt,89,
6,34,main.txt-6,49,calculate_wp.txt,86,
6,34,main.txt-6,46,main.txt,68,
6,34,main.txt-6,48,main.txt,40,
6,34,main.txt-6,58,compute_oowp.txt,86,
6,12,main.txt-6,84,main.txt,39,
6,12,main.txt-6,39,main.txt,35,
6,12,main.txt-6,78,main.txt,30,
6,12,main.txt-6,100,main.txt,38,
6,12,main.txt-6,85,main.txt,47,
6,12,main.txt-6,35,main.txt,29,
6,12,main.txt-6,32,main.txt,43,
6,12,main.txt-6,18,getnp.txt,88,
6,12,main.txt-6,04,main.txt,46,
6,12,main.txt-6,58,compute_owp.txt,70,
6,12,main.txt-6,56,find_wpi.txt,57,
6,12,main.txt-6,52,main.txt,70,
6,12,main.txt-6,49,calculate_owp.txt,84,
6,12,main.txt-6,74,main.txt,50,
6,12,main.txt-6,05,main.txt,87,
6,12,main.txt-6,99,main.txt,39,
6,12,main.txt-6,05,calculateowp.txt,87,
6,12,main.txt-6,49,calculate_wp.txt,82,
6,12,main.txt-6,46,main.txt,59,
6,12,main.txt-6,48,main.txt,36,
6,12,main.txt-6,58,compute_oowp.txt,83,
6,12,main.txt-6,34,main.txt,45,
6,93,main.txt-6,84,main.txt,44,
6,93,main.txt-6,39,main.txt,48,
6,93,main.txt-6,78,main.txt,43,
6,93,main.txt-6,100,main.txt,45,
6,93,main.txt-6,85,main.txt,41,
6,93,main.txt-6,35,main.txt,45,
6,93,main.txt-6,32,main.txt,46,
6,93,main.txt-6,18,getnp.txt,91,
6,93,main.txt-6,04,main.txt,54,
6,93,main.txt-6,58,compute_owp.txt,74,
6,93,main.txt-6,56,find_wpi.txt,55,
6,93,main.txt-6,52,main.txt,71,
6,93,main.txt-6,49,calculate_owp.txt,87,
6,93,main.txt-6,74,main.txt,51,
6,93,main.txt-6,05,main.txt,89,
6,93,main.txt-6,99,main.txt,43,
6,93,main.txt-6,05,calculateowp.txt,89,
6,93,main.txt-6,49,calculate_wp.txt,86,
6,93,main.txt-6,46,main.txt,68,
6,93,main.txt-6,48,main.txt,40,
6,93,main.txt-6,58,compute_oowp.txt,86,
6,93,main.txt-6,34,main.txt,43,
6,93,main.txt-6,12,main.txt,44,
6,05,calculatewp.txt-6,84,main.txt,88,
6,05,calculatewp.txt-6,39,main.txt,86,
6,05,calculatewp.txt-6,78,main.txt,86,
6,05,calculatewp.txt-6,100,main.txt,87,
6,05,calculatewp.txt-6,85,main.txt,90,
6,05,calculatewp.txt-6,35,main.txt,85,
6,05,calculatewp.txt-6,32,main.txt,90,
6,05,calculatewp.txt-6,18,getnp.txt,32,
6,05,calculatewp.txt-6,04,main.txt,83,
6,05,calculatewp.txt-6,58,compute_owp.txt,69,
6,05,calculatewp.txt-6,56,find_wpi.txt,84,
6,05,calculatewp.txt-6,52,main.txt,73,
6,05,calculatewp.txt-6,49,calculate_owp.txt,34,
6,05,calculatewp.txt-6,74,main.txt,90,
6,05,calculatewp.txt-6,05,main.txt,67,
6,05,calculatewp.txt-6,99,main.txt,89,
6,05,calculatewp.txt-6,05,calculateowp.txt,17,
6,05,calculatewp.txt-6,49,calculate_wp.txt,30,
6,05,calculatewp.txt-6,46,main.txt,72,
6,05,calculatewp.txt-6,48,main.txt,87,
6,05,calculatewp.txt-6,58,compute_oowp.txt,43,
6,05,calculatewp.txt-6,34,main.txt,89,
6,05,calculatewp.txt-6,12,main.txt,86,
6,05,calculatewp.txt-6,93,main.txt,89,
6,53,main.txt-6,84,main.txt,85,
6,53,main.txt-6,39,main.txt,83,
6,53,main.txt-6,78,main.txt,83,
6,53,main.txt-6,100,main.txt,84,
6,53,main.txt-6,85,main.txt,89,
6,53,main.txt-6,35,main.txt,82,
6,53,main.txt-6,32,main.txt,88,
6,53,main.txt-6,18,getnp.txt,49,
6,53,main.txt-6,04,main.txt,78,
6,53,main.txt-6,58,compute_owp.txt,72,
6,53,main.txt-6,56,find_wpi.txt,82,
6,53,main.txt-6,52,main.txt,61,
6,53,main.txt-6,49,calculate_owp.txt,59,
6,53,main.txt-6,74,main.txt,88,
6,53,main.txt-6,05,main.txt,48,
6,53,main.txt-6,99,main.txt,87,
6,53,main.txt-6,05,calculateowp.txt,53,
6,53,main.txt-6,49,calculate_wp.txt,57,
6,53,main.txt-6,46,main.txt,63,
6,53,main.txt-6,48,main.txt,85,
6,53,main.txt-6,58,compute_oowp.txt,58,
6,53,main.txt-6,34,main.txt,87,
6,53,main.txt-6,12,main.txt,84,
6,53,main.txt-6,93,main.txt,87,
6,53,main.txt-6,05,calculatewp.txt,51,
6,82,main.txt-6,84,main.txt,33,
6,82,main.txt-6,39,main.txt,37,
6,82,main.txt-6,78,main.txt,29,
6,82,main.txt-6,100,main.txt,21,
6,82,main.txt-6,85,main.txt,39,
6,82,main.txt-6,35,main.txt,28,
6,82,main.txt-6,32,main.txt,29,
6,82,main.txt-6,18,getnp.txt,89,
6,82,main.txt-6,04,main.txt,43,
